               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 152,            0.020069,            0.018542,           0.0013912,             0.93421,             0.97069,             0.97727,             0.83561,            0.016408,            0.010234,           0.0013236,           0.0085051,           0.0085051,           0.0085051
                 153,            0.017744,            0.018405,            0.001805,             0.94603,             0.97015,             0.97863,             0.82364,            0.015041,            0.010111,           0.0013047,           0.0084952,           0.0084952,           0.0084952
                 154,            0.019127,            0.018076,           0.0020652,              0.9394,             0.97827,             0.97999,             0.83457,            0.015915,            0.010029,           0.0012674,           0.0084853,           0.0084853,           0.0084853
                 155,            0.018417,            0.018003,           0.0017677,             0.94689,             0.96193,              0.9741,             0.83412,             0.01663,            0.010083,           0.0012693,           0.0084754,           0.0084754,           0.0084754
                 156,            0.019873,            0.018285,           0.0016472,             0.95364,             0.96803,             0.98231,             0.83808,            0.015361,           0.0097451,           0.0012942,           0.0084655,           0.0084655,           0.0084655
                 157,            0.020193,            0.018274,           0.0019298,             0.93729,             0.97529,             0.97705,              0.8374,            0.015213,           0.0098194,           0.0012796,           0.0084556,           0.0084556,           0.0084556
                 158,            0.018253,            0.017436,           0.0017129,             0.93736,             0.97901,             0.97714,             0.83179,            0.015164,            0.010152,           0.0012406,           0.0084457,           0.0084457,           0.0084457
                 159,            0.019995,            0.018526,           0.0019871,             0.93355,             0.97827,             0.97859,             0.83206,            0.015463,            0.010372,           0.0012875,           0.0084358,           0.0084358,           0.0084358
                 160,            0.019001,            0.018185,            0.001323,             0.93937,             0.96775,              0.9758,             0.83397,            0.015387,            0.010555,           0.0012881,           0.0084259,           0.0084259,           0.0084259
                 161,            0.018502,            0.017792,           0.0017221,             0.93698,             0.96631,             0.97261,             0.83002,            0.015956,            0.011022,           0.0012081,            0.008416,            0.008416,            0.008416
                 162,            0.018974,             0.01943,           0.0016108,             0.93619,              0.9685,             0.97125,             0.81671,            0.015199,            0.010602,           0.0012144,           0.0084061,           0.0084061,           0.0084061
                 163,            0.016971,            0.017702,           0.0018137,             0.95408,             0.95292,             0.97032,             0.82555,            0.014974,            0.010615,           0.0011556,           0.0083962,           0.0083962,           0.0083962
                 164,            0.017852,            0.018419,           0.0014354,             0.95524,             0.95466,             0.96838,             0.80682,            0.015977,            0.010863,           0.0011514,           0.0083863,           0.0083863,           0.0083863
                 165,            0.019227,            0.018165,           0.0017431,             0.95006,             0.95121,             0.96655,             0.81023,            0.016213,            0.010782,           0.0013465,           0.0083764,           0.0083764,           0.0083764
                 166,            0.016275,            0.017388,           0.0013683,             0.95209,             0.96164,             0.97114,             0.83148,            0.015328,            0.010306,           0.0012712,           0.0083665,           0.0083665,           0.0083665
                 167,             0.01927,            0.018684,           0.0014433,             0.95849,             0.95349,             0.96846,               0.821,            0.014635,            0.010855,           0.0011992,           0.0083566,           0.0083566,           0.0083566
                 168,            0.019241,            0.017453,           0.0015633,             0.95844,             0.95116,             0.96261,             0.80839,            0.017433,            0.011212,           0.0012086,           0.0083467,           0.0083467,           0.0083467
                 169,            0.017514,            0.017719,           0.0012644,             0.96332,             0.96197,             0.96925,             0.82971,            0.014536,            0.010717,           0.0011128,           0.0083368,           0.0083368,           0.0083368
                 170,            0.019853,            0.017349,           0.0011499,             0.93751,             0.96967,             0.96853,              0.8207,            0.015586,            0.010754,           0.0010744,           0.0083269,           0.0083269,           0.0083269
                 171,            0.017157,            0.018146,           0.0014232,             0.93849,             0.95576,             0.96607,             0.80518,            0.015963,            0.010913,           0.0011406,            0.008317,            0.008317,            0.008317
                 172,            0.017323,             0.01778,           0.0010518,             0.94572,              0.9585,             0.96646,             0.80647,            0.016849,             0.01106,           0.0011764,           0.0083071,           0.0083071,           0.0083071
                 173,             0.01847,            0.017723,           0.0011379,             0.94272,             0.95884,             0.96858,              0.8245,            0.014947,            0.010992,           0.0012632,           0.0082972,           0.0082972,           0.0082972
                 174,             0.01628,            0.016785,           0.0011636,             0.92664,             0.96364,              0.9662,             0.82568,            0.014572,            0.010876,           0.0013251,           0.0082873,           0.0082873,           0.0082873
                 175,            0.017841,            0.017908,           0.0013164,             0.92991,             0.96666,             0.96655,             0.82937,            0.015767,            0.011214,            0.001358,           0.0082774,           0.0082774,           0.0082774
                 176,            0.018366,            0.018303,           0.0011425,             0.94839,             0.95362,             0.96829,             0.82853,            0.015101,            0.010739,           0.0013901,           0.0082675,           0.0082675,           0.0082675
                 177,            0.017626,            0.018741,           0.0012736,             0.94841,             0.96365,             0.97035,             0.82375,            0.015259,            0.010703,           0.0013188,           0.0082576,           0.0082576,           0.0082576
                 178,            0.018876,             0.01837,           0.0013436,             0.94018,             0.97069,             0.96973,             0.82226,            0.015565,            0.010528,           0.0013179,           0.0082477,           0.0082477,           0.0082477
                 179,             0.01758,            0.017612,           0.0014215,             0.94697,             0.95554,             0.96731,              0.8149,            0.015212,            0.010758,           0.0012409,           0.0082378,           0.0082378,           0.0082378
                 180,            0.019178,            0.018408,           0.0015299,             0.94955,             0.96065,             0.96741,             0.82429,             0.01635,            0.010422,            0.001238,           0.0082279,           0.0082279,           0.0082279
                 181,            0.019015,            0.018526,           0.0012412,             0.94229,             0.95554,             0.96818,             0.83182,            0.015706,            0.010348,           0.0012547,            0.008218,            0.008218,            0.008218
                 182,            0.015891,            0.018956,           0.0016612,             0.94872,             0.94094,             0.96791,             0.83103,            0.014457,            0.010287,            0.001237,           0.0082081,           0.0082081,           0.0082081
                 183,            0.018258,            0.017816,           0.0014016,             0.95602,             0.94797,             0.96808,             0.83607,            0.014803,            0.010568,           0.0012786,           0.0081982,           0.0081982,           0.0081982
                 184,            0.018306,            0.017818,           0.0013947,             0.95627,             0.95554,             0.96968,             0.83771,            0.014909,            0.010697,           0.0013702,           0.0081883,           0.0081883,           0.0081883
                 185,            0.018388,            0.016883,           0.0014876,             0.96168,             0.95231,             0.96533,             0.81755,            0.014666,            0.011113,           0.0012825,           0.0081784,           0.0081784,           0.0081784
                 186,            0.018759,            0.017323,           0.0014523,             0.95544,             0.94183,             0.96658,             0.82209,             0.01453,            0.011021,           0.0012007,           0.0081685,           0.0081685,           0.0081685
                 187,            0.016644,            0.017636,           0.0016758,             0.95362,             0.94554,             0.96899,              0.8276,             0.01415,            0.010461,           0.0011898,           0.0081586,           0.0081586,           0.0081586
                 188,            0.017999,            0.017859,           0.0011767,              0.9542,             0.96565,             0.96962,             0.83866,            0.015976,            0.010397,           0.0011522,           0.0081487,           0.0081487,           0.0081487
                 189,            0.018645,            0.019634,           0.0010353,             0.93869,             0.96747,             0.96851,             0.82947,            0.016182,             0.01037,           0.0011422,           0.0081388,           0.0081388,           0.0081388
                 190,            0.016807,            0.017101,           0.0014461,             0.95367,             0.93039,             0.96506,             0.84073,            0.013941,             0.01056,           0.0011258,           0.0081289,           0.0081289,           0.0081289
                 191,            0.018643,            0.017308,           0.0016435,             0.95545,             0.93833,             0.96494,              0.8377,            0.014823,             0.01044,           0.0011462,            0.008119,            0.008119,            0.008119
                 192,            0.017536,            0.017742,           0.0014457,             0.94369,             0.95554,             0.96623,             0.84152,            0.013998,            0.010471,           0.0012371,           0.0081091,           0.0081091,           0.0081091
                 193,            0.017599,            0.017955,           0.0014138,             0.94424,             0.96873,             0.96858,             0.83797,            0.014589,            0.010292,           0.0012531,           0.0080992,           0.0080992,           0.0080992
                 194,            0.019098,            0.018279,           0.0012827,             0.95063,              0.9608,             0.96969,             0.83333,            0.014746,            0.010659,           0.0013416,           0.0080893,           0.0080893,           0.0080893
                 195,            0.018475,            0.018629,            0.001707,             0.94474,             0.95335,             0.96414,             0.82738,            0.014255,            0.010751,            0.001375,           0.0080794,           0.0080794,           0.0080794
                 196,            0.018662,            0.017691,           0.0012415,             0.95269,             0.95335,             0.96194,             0.83022,            0.014251,            0.010584,           0.0014028,           0.0080695,           0.0080695,           0.0080695
                 197,            0.018567,            0.017993,           0.0011756,             0.94799,             0.96076,             0.95963,             0.81407,            0.015835,            0.011007,           0.0013495,           0.0080596,           0.0080596,           0.0080596
                 198,            0.017016,            0.017668,           0.0010651,             0.94476,             0.96093,             0.96244,             0.80538,            0.014908,            0.010709,           0.0012222,           0.0080497,           0.0080497,           0.0080497
                 199,            0.018146,            0.017627,          0.00094785,             0.94154,             0.96952,             0.96966,             0.82222,            0.014394,            0.010155,           0.0011476,           0.0080398,           0.0080398,           0.0080398
                 200,            0.017881,            0.017385,           0.0011688,             0.94997,             0.95968,             0.97321,             0.83273,            0.014751,           0.0098802,           0.0011222,           0.0080299,           0.0080299,           0.0080299
                 201,            0.016386,            0.017569,           0.0014005,             0.95174,             0.96312,             0.97506,             0.82958,            0.014325,           0.0099738,           0.0011335,             0.00802,             0.00802,             0.00802
                 202,            0.017316,            0.018758,           0.0013749,             0.93505,             0.97069,             0.97755,             0.84713,            0.014344,            0.010005,           0.0011563,           0.0080101,           0.0080101,           0.0080101
                 203,            0.015918,            0.017266,           0.0012764,             0.94543,             0.96473,             0.97084,             0.83833,            0.013935,             0.01008,           0.0011285,           0.0080002,           0.0080002,           0.0080002
                 204,            0.016352,            0.016202,           0.0012102,             0.94677,             0.97069,             0.97515,             0.84523,            0.013792,            0.010218,           0.0011088,           0.0079903,           0.0079903,           0.0079903
                 205,            0.016862,            0.017451,             0.00101,             0.95651,             0.97068,             0.97749,             0.84037,            0.013412,             0.00982,           0.0011473,           0.0079804,           0.0079804,           0.0079804
                 206,            0.015928,            0.016774,            0.001377,             0.94563,             0.97707,             0.98014,              0.8483,            0.013716,           0.0098652,            0.001132,           0.0079705,           0.0079705,           0.0079705
                 207,             0.01748,            0.018113,          0.00086328,             0.96305,             0.96698,             0.98086,             0.84274,            0.014442,           0.0098197,           0.0011719,           0.0079606,           0.0079606,           0.0079606
                 208,            0.017528,            0.017068,          0.00098202,             0.96632,             0.96531,             0.97903,             0.85305,            0.014227,           0.0099874,           0.0011751,           0.0079507,           0.0079507,           0.0079507
                 209,            0.016763,            0.017546,          0.00094323,             0.95774,             0.97069,             0.97751,              0.8292,            0.014392,            0.010154,            0.001171,           0.0079408,           0.0079408,           0.0079408
                 210,            0.018618,            0.018401,           0.0012413,             0.95641,             0.97105,             0.97565,             0.83544,            0.013875,            0.010128,           0.0012201,           0.0079309,           0.0079309,           0.0079309
                 211,            0.016099,            0.017218,           0.0014403,             0.95843,             0.96454,              0.9751,             0.84174,            0.014826,            0.010327,           0.0012637,            0.007921,            0.007921,            0.007921
                 212,             0.01709,            0.017546,            0.001652,             0.95205,             0.97186,             0.97944,             0.84468,            0.014107,            0.010065,           0.0012175,           0.0079111,           0.0079111,           0.0079111
                 213,            0.017318,            0.017023,           0.0015889,             0.94714,             0.97448,              0.9783,             0.84606,            0.014389,           0.0098376,           0.0012485,           0.0079012,           0.0079012,           0.0079012
                 214,            0.016353,            0.017369,           0.0012708,             0.93935,             0.97706,             0.97677,             0.84717,            0.013667,           0.0097804,           0.0012422,           0.0078913,           0.0078913,           0.0078913
                 215,            0.016057,            0.016022,           0.0013412,             0.94409,             0.97894,             0.98142,             0.84026,            0.013532,           0.0093405,           0.0012262,           0.0078814,           0.0078814,           0.0078814
                 216,            0.015832,            0.017719,           0.0012566,             0.94023,             0.98095,             0.98238,             0.84977,            0.014405,           0.0094881,           0.0012379,           0.0078715,           0.0078715,           0.0078715
                 217,            0.015682,            0.016819,           0.0011112,             0.93858,             0.96203,             0.98047,             0.83118,            0.013402,            0.010106,           0.0014147,           0.0078616,           0.0078616,           0.0078616
                 218,            0.017346,            0.018387,           0.0014556,             0.93856,             0.95281,             0.97653,             0.80529,            0.015962,            0.010978,           0.0013596,           0.0078517,           0.0078517,           0.0078517
                 219,            0.015666,             0.01785,           0.0011833,             0.93662,             0.97289,             0.97484,             0.84672,            0.014284,            0.010273,           0.0011683,           0.0078418,           0.0078418,           0.0078418
                 220,            0.017008,            0.017656,           0.0011818,             0.93542,             0.97289,             0.96928,               0.836,            0.013371,            0.010572,           0.0011954,           0.0078319,           0.0078319,           0.0078319
                 221,            0.017538,            0.017315,           0.0011018,             0.92475,              0.9604,             0.96899,             0.82021,            0.014748,            0.011192,           0.0013231,            0.007822,            0.007822,            0.007822
                 222,            0.015669,            0.015332,          0.00090403,             0.93344,             0.95325,             0.96929,             0.82957,            0.014208,             0.01078,           0.0013032,           0.0078121,           0.0078121,           0.0078121
                 223,            0.017363,            0.016704,           0.0014823,              0.9378,               0.972,             0.97172,             0.83813,            0.014077,            0.010769,           0.0012297,           0.0078022,           0.0078022,           0.0078022
                 224,            0.017027,            0.016725,           0.0016633,             0.94451,             0.97131,             0.97247,             0.82346,            0.015321,            0.010785,           0.0012142,           0.0077923,           0.0077923,           0.0077923
                 225,            0.016427,            0.016266,           0.0016819,             0.94665,             0.97069,             0.97537,             0.83851,            0.015192,            0.010609,           0.0012311,           0.0077824,           0.0077824,           0.0077824
                 226,            0.018854,             0.01632,           0.0016289,             0.95125,             0.94546,             0.97107,             0.82722,            0.015349,            0.010558,           0.0012799,           0.0077725,           0.0077725,           0.0077725
                 227,            0.015195,            0.016601,            0.001508,             0.95337,             0.96186,             0.97634,             0.85007,            0.014612,            0.010077,           0.0011752,           0.0077626,           0.0077626,           0.0077626
                 228,            0.016273,            0.016394,            0.001103,             0.96439,             0.95923,             0.97145,             0.83393,            0.014299,            0.010167,           0.0011582,           0.0077527,           0.0077527,           0.0077527
                 229,            0.016151,               0.017,          0.00099701,              0.9628,             0.96993,             0.97584,             0.84841,            0.013497,             0.01002,           0.0010993,           0.0077428,           0.0077428,           0.0077428
                 230,            0.014469,            0.016011,          0.00089535,              0.9688,             0.96084,             0.97585,             0.83664,            0.014443,            0.010283,           0.0010871,           0.0077329,           0.0077329,           0.0077329
                 231,            0.017144,            0.017209,           0.0014672,             0.96309,             0.96235,             0.97556,             0.83543,            0.013622,            0.010029,           0.0011606,            0.007723,            0.007723,            0.007723
                 232,            0.016829,            0.015876,           0.0012111,             0.95976,             0.96188,             0.97747,             0.84979,            0.014404,             0.01003,             0.00127,           0.0077131,           0.0077131,           0.0077131
                 233,            0.015417,            0.015395,           0.0012985,             0.95231,             0.97488,             0.97618,             0.85206,            0.014021,            0.010264,            0.001252,           0.0077032,           0.0077032,           0.0077032
                 234,            0.016198,            0.016053,           0.0010225,             0.97675,             0.96313,              0.9779,             0.84568,            0.013804,           0.0099432,           0.0011822,           0.0076933,           0.0076933,           0.0076933
                 235,            0.015338,            0.016046,           0.0012556,             0.97064,             0.97149,             0.97901,             0.84706,             0.01418,           0.0097549,           0.0010961,           0.0076834,           0.0076834,           0.0076834
                 236,            0.017088,            0.016853,           0.0014387,             0.97114,             0.96312,             0.98003,             0.84402,            0.014197,           0.0097017,           0.0011081,           0.0076735,           0.0076735,           0.0076735
                 237,             0.01808,            0.017787,           0.0011585,              0.9645,             0.96904,             0.97804,             0.84018,            0.013338,           0.0099529,            0.001186,           0.0076636,           0.0076636,           0.0076636
                 238,            0.014929,            0.016424,           0.0011067,             0.94122,             0.96877,             0.96998,             0.82841,            0.015067,            0.010575,           0.0013403,           0.0076537,           0.0076537,           0.0076537
                 239,            0.016168,            0.017224,           0.0014826,             0.95071,             0.96638,             0.98164,              0.8357,            0.014937,            0.010237,           0.0012503,           0.0076438,           0.0076438,           0.0076438
                 240,            0.017305,             0.01757,           0.0011737,             0.94466,             0.98046,             0.98088,             0.83859,            0.014788,             0.01003,           0.0012237,           0.0076339,           0.0076339,           0.0076339
                 241,            0.016366,            0.016965,           0.0011144,              0.9374,             0.97573,             0.97639,             0.83979,            0.014132,            0.010124,           0.0011687,            0.007624,            0.007624,            0.007624
                 242,            0.017251,            0.016622,           0.0014493,             0.95079,             0.97289,             0.97479,             0.84694,            0.013495,            0.009848,           0.0011918,           0.0076141,           0.0076141,           0.0076141
                 243,            0.014844,            0.015347,           0.0012031,             0.96031,             0.97074,              0.9749,             0.84411,            0.014431,            0.010327,           0.0011634,           0.0076042,           0.0076042,           0.0076042
                 244,            0.016124,            0.016677,            0.001318,             0.96086,             0.96943,             0.96941,             0.83637,            0.014612,            0.010255,           0.0011281,           0.0075943,           0.0075943,           0.0075943
                 245,            0.016182,            0.015762,           0.0010612,              0.9585,             0.96761,             0.96973,             0.83951,            0.014009,            0.010118,           0.0011483,           0.0075844,           0.0075844,           0.0075844
                 246,            0.015025,            0.016769,            0.001178,             0.94883,               0.972,             0.97015,             0.83748,             0.01396,            0.010146,           0.0011744,           0.0075745,           0.0075745,           0.0075745
                 247,             0.01635,            0.018011,          0.00097445,             0.96094,             0.96515,              0.9718,             0.83995,            0.013842,           0.0096723,           0.0011312,           0.0075646,           0.0075646,           0.0075646
                 248,            0.016182,            0.016321,            0.001265,             0.93999,             0.96833,             0.97303,             0.84082,            0.014156,           0.0096676,           0.0012445,           0.0075547,           0.0075547,           0.0075547
                 249,            0.015593,            0.016139,          0.00087648,             0.95757,             0.95687,              0.9765,             0.85218,            0.013667,           0.0096455,           0.0011667,           0.0075448,           0.0075448,           0.0075448
                 250,            0.018157,            0.017508,          0.00091454,             0.95836,             0.96334,             0.97651,             0.84813,            0.014456,           0.0098031,           0.0012521,           0.0075349,           0.0075349,           0.0075349
                 251,            0.015177,             0.01684,           0.0011153,             0.95791,              0.9634,              0.9763,             0.84856,            0.013683,           0.0098922,            0.001373,            0.007525,            0.007525,            0.007525
                 252,            0.017233,             0.01743,           0.0011692,             0.95427,             0.96312,             0.97488,             0.85236,            0.013806,           0.0098946,           0.0014992,           0.0075151,           0.0075151,           0.0075151
                 253,            0.016046,            0.017555,           0.0010095,             0.95278,             0.96546,             0.96994,             0.82706,            0.014148,            0.010244,           0.0016732,           0.0075052,           0.0075052,           0.0075052
                 254,            0.014907,            0.015979,           0.0011947,             0.95056,             0.96531,             0.96954,             0.83787,            0.014425,            0.010081,           0.0018312,           0.0074953,           0.0074953,           0.0074953
                 255,            0.016872,            0.017514,           0.0011756,             0.94018,             0.96673,             0.96556,              0.8344,            0.013898,            0.010184,           0.0016357,           0.0074854,           0.0074854,           0.0074854
                 256,            0.016558,            0.016623,           0.0011151,             0.93428,             0.97101,             0.96663,             0.83554,            0.013622,            0.010184,           0.0014757,           0.0074755,           0.0074755,           0.0074755
                 257,            0.014642,            0.016202,          0.00096168,             0.94092,             0.95975,             0.97022,             0.83874,            0.013016,            0.010098,           0.0015297,           0.0074656,           0.0074656,           0.0074656
                 258,            0.015728,            0.016901,           0.0010751,              0.9315,             0.97861,              0.9726,              0.8445,            0.012914,            0.010272,           0.0014889,           0.0074557,           0.0074557,           0.0074557
                 259,            0.014507,            0.016638,           0.0008405,             0.93067,             0.97852,             0.97757,              0.8425,            0.013505,            0.010177,           0.0014259,           0.0074458,           0.0074458,           0.0074458
                 260,            0.015914,            0.016275,           0.0010837,             0.93361,             0.98046,             0.97756,             0.84141,            0.013276,           0.0098768,           0.0012104,           0.0074359,           0.0074359,           0.0074359
                 261,            0.016003,            0.017616,           0.0011165,              0.9523,             0.95764,             0.98331,              0.8471,            0.013467,           0.0096802,           0.0010904,            0.007426,            0.007426,            0.007426
                 262,            0.014516,             0.01615,          0.00079958,             0.94434,              0.9734,             0.98295,             0.85344,            0.013424,           0.0095552,            0.001066,           0.0074161,           0.0074161,           0.0074161
                 263,            0.016783,            0.016489,          0.00087874,             0.93918,             0.97831,             0.97834,             0.85185,            0.013601,           0.0096467,           0.0010307,           0.0074062,           0.0074062,           0.0074062
                 264,            0.014465,            0.016785,          0.00085985,             0.94061,             0.98649,             0.98435,             0.85513,            0.013447,           0.0094823,           0.0010375,           0.0073963,           0.0073963,           0.0073963
                 265,            0.014591,            0.016014,           0.0012776,             0.95174,             0.98619,              0.9847,             0.86097,            0.013154,           0.0093712,            0.001141,           0.0073864,           0.0073864,           0.0073864
                 266,            0.015588,            0.016309,          0.00080419,             0.95071,             0.98556,             0.98379,             0.86017,            0.013293,           0.0093911,           0.0011892,           0.0073765,           0.0073765,           0.0073765
                 267,            0.014913,            0.016804,          0.00090523,             0.94518,             0.98046,             0.98302,             0.85343,            0.013757,           0.0096811,           0.0011456,           0.0073666,           0.0073666,           0.0073666
                 268,            0.016546,            0.017146,           0.0010056,             0.94885,             0.95705,             0.97295,              0.8476,            0.014118,           0.0097511,           0.0011999,           0.0073567,           0.0073567,           0.0073567
                 269,            0.017427,            0.016515,          0.00085385,             0.94892,             0.97289,             0.97519,             0.85458,            0.013172,           0.0095083,           0.0013332,           0.0073468,           0.0073468,           0.0073468
                 270,            0.015878,            0.015913,          0.00074294,              0.9493,             0.96966,             0.97118,             0.84258,            0.013368,           0.0097463,            0.001198,           0.0073369,           0.0073369,           0.0073369
                 271,            0.016632,            0.016098,          0.00097027,             0.94512,             0.96908,             0.96585,             0.84936,            0.013101,           0.0098722,           0.0012194,            0.007327,            0.007327,            0.007327
                 272,            0.016426,            0.016153,            0.001213,             0.94994,             0.97029,             0.96957,             0.83818,            0.014593,            0.010188,           0.0012117,           0.0073171,           0.0073171,           0.0073171
                 273,            0.015722,            0.017914,          0.00089637,             0.94452,             0.96942,             0.96306,             0.84371,            0.012757,            0.010145,           0.0011906,           0.0073072,           0.0073072,           0.0073072
                 274,            0.016443,            0.016353,          0.00090185,             0.94279,             0.96892,             0.96952,             0.84241,            0.013869,            0.010757,            0.001178,           0.0072973,           0.0072973,           0.0072973
                 275,            0.015213,            0.016647,           0.0010046,             0.94585,             0.96911,             0.96853,             0.83616,            0.013905,            0.010409,           0.0012119,           0.0072874,           0.0072874,           0.0072874
                 276,            0.015783,            0.016482,           0.0010893,             0.94304,              0.9688,             0.97155,             0.83184,            0.014129,            0.010277,           0.0011768,           0.0072775,           0.0072775,           0.0072775
                 277,            0.015387,            0.016504,           0.0013663,             0.92935,             0.96366,             0.96613,             0.81772,            0.014422,            0.010076,           0.0011595,           0.0072676,           0.0072676,           0.0072676
                 278,            0.015189,            0.015749,           0.0011196,             0.94474,             0.96001,             0.96775,              0.8417,            0.013606,              0.0101,            0.001239,           0.0072577,           0.0072577,           0.0072577
                 279,            0.015212,            0.016351,           0.0011119,             0.92174,             0.97069,             0.96278,              0.8351,            0.013167,            0.010345,           0.0013142,           0.0072478,           0.0072478,           0.0072478
                 280,            0.014883,            0.016352,           0.0010004,             0.91131,             0.96154,             0.95704,             0.83707,            0.013478,            0.010419,           0.0015298,           0.0072379,           0.0072379,           0.0072379
                 281,            0.014636,            0.016162,           0.0013793,             0.91077,             0.95372,             0.95987,             0.83681,            0.013406,            0.010437,           0.0014781,            0.007228,            0.007228,            0.007228
                 282,            0.016054,            0.017508,           0.0009862,             0.94991,             0.95774,             0.97012,             0.84132,            0.013293,            0.010136,           0.0011327,           0.0072181,           0.0072181,           0.0072181
                 283,            0.014312,             0.01691,          0.00097081,             0.96242,             0.96182,             0.97398,             0.84555,            0.013479,           0.0097613,           0.0010668,           0.0072082,           0.0072082,           0.0072082
                 284,            0.015924,            0.017062,           0.0010512,             0.94593,             0.97667,             0.97385,              0.8499,            0.013637,           0.0098754,           0.0011293,           0.0071983,           0.0071983,           0.0071983
                 285,            0.016045,            0.016899,           0.0010077,             0.95193,             0.97069,             0.97338,             0.85089,             0.01341,           0.0097543,           0.0011246,           0.0071884,           0.0071884,           0.0071884
                 286,            0.013759,            0.015538,          0.00087365,             0.94375,             0.97005,             0.97432,             0.85137,            0.013434,           0.0095426,           0.0011663,           0.0071785,           0.0071785,           0.0071785
                 287,            0.015319,            0.015614,          0.00097702,             0.94245,             0.96627,             0.97387,              0.8509,            0.013767,           0.0096939,           0.0011512,           0.0071686,           0.0071686,           0.0071686
                 288,            0.015977,            0.015386,           0.0010117,             0.93089,             0.97188,             0.97448,             0.85067,            0.013462,           0.0097486,           0.0013766,           0.0071587,           0.0071587,           0.0071587
                 289,            0.014343,            0.017544,          0.00092743,             0.93796,             0.97069,             0.97332,             0.84686,            0.013648,            0.010021,            0.001162,           0.0071488,           0.0071488,           0.0071488
                 290,            0.016198,            0.016057,          0.00086233,             0.94339,             0.96805,             0.97381,             0.83658,            0.013114,            0.010195,           0.0011275,           0.0071389,           0.0071389,           0.0071389
                 291,            0.014347,            0.015513,          0.00080469,             0.93748,             0.97031,             0.97553,             0.84785,            0.013506,            0.010358,           0.0011371,            0.007129,            0.007129,            0.007129
                 292,             0.01534,            0.017307,          0.00087589,             0.93357,             0.97827,             0.97979,              0.8458,            0.013351,            0.010215,           0.0011788,           0.0071191,           0.0071191,           0.0071191
                 293,            0.015417,            0.017417,          0.00076738,             0.93419,             0.97069,             0.98065,             0.85513,            0.013994,           0.0099924,           0.0014252,           0.0071092,           0.0071092,           0.0071092
                 294,            0.013758,            0.015655,           0.0011147,             0.93445,             0.96841,             0.97986,              0.8491,            0.013386,            0.010011,           0.0012767,           0.0070993,           0.0070993,           0.0070993
                 295,            0.014365,            0.016176,          0.00095391,             0.95324,             0.96093,             0.97621,             0.85061,            0.013173,            0.010027,           0.0011798,           0.0070894,           0.0070894,           0.0070894
                 296,            0.015105,            0.015366,          0.00090554,             0.95174,             0.96766,             0.97561,             0.84353,             0.01452,            0.010125,           0.0012491,           0.0070795,           0.0070795,           0.0070795
                 297,            0.015211,            0.016343,          0.00072583,             0.95791,             0.96255,             0.97129,             0.83868,            0.013409,            0.010116,            0.001288,           0.0070696,           0.0070696,           0.0070696
                 298,            0.016541,            0.017199,          0.00058665,              0.9545,              0.9666,                0.97,             0.84098,            0.014245,            0.010271,           0.0012034,           0.0070597,           0.0070597,           0.0070597
                 299,            0.015166,            0.015186,          0.00058836,             0.95762,             0.96201,             0.97005,             0.83772,            0.014061,            0.010372,           0.0011515,           0.0070498,           0.0070498,           0.0070498
                 300,            0.014689,            0.015643,          0.00064286,              0.9442,             0.97046,             0.96916,              0.8358,            0.013784,            0.010318,           0.0011269,           0.0070399,           0.0070399,           0.0070399
                 301,            0.014924,            0.016181,          0.00077172,             0.94487,             0.96956,             0.97668,             0.85277,             0.01404,            0.010138,           0.0011381,             0.00703,             0.00703,             0.00703
                 302,            0.014735,            0.015829,           0.0009437,              0.9545,             0.96948,             0.98193,              0.8653,            0.013732,            0.009587,           0.0011597,           0.0070201,           0.0070201,           0.0070201
                 303,            0.015778,            0.016149,          0.00086765,             0.95615,             0.97069,             0.98295,             0.86344,            0.013705,            0.009452,           0.0012066,           0.0070102,           0.0070102,           0.0070102
                 304,            0.014903,            0.015116,          0.00072941,             0.95553,             0.97069,             0.98178,             0.85893,             0.01371,           0.0096096,            0.001337,           0.0070003,           0.0070003,           0.0070003
                 305,            0.015533,            0.016023,          0.00077017,             0.94498,              0.9715,             0.98151,             0.86155,            0.014082,            0.009881,           0.0013517,           0.0069904,           0.0069904,           0.0069904
                 306,            0.016495,            0.017404,          0.00095238,             0.94086,             0.97194,             0.97572,             0.85075,            0.013652,            0.010026,           0.0013386,           0.0069805,           0.0069805,           0.0069805
                 307,            0.014268,            0.015858,          0.00087261,             0.94899,             0.97289,             0.97259,              0.8563,            0.013386,            0.010244,           0.0012954,           0.0069706,           0.0069706,           0.0069706
                 308,            0.015368,            0.015357,           0.0010379,             0.94638,             0.97289,             0.97062,             0.84957,            0.013185,             0.01032,            0.001164,           0.0069607,           0.0069607,           0.0069607
                 309,            0.015737,            0.015833,          0.00087862,             0.94095,             0.95496,             0.96568,             0.83771,            0.013696,            0.010222,           0.0012743,           0.0069508,           0.0069508,           0.0069508
                 310,             0.01351,            0.015167,          0.00071422,             0.92843,             0.97018,             0.96771,             0.83369,            0.013248,            0.010362,           0.0012539,           0.0069409,           0.0069409,           0.0069409
                 311,            0.014068,            0.015021,          0.00093586,             0.94777,             0.97289,             0.97473,             0.85433,             0.01317,            0.010186,           0.0011606,            0.006931,            0.006931,            0.006931
